feature,importance
hour_cos,21529820.0
hour,8110557.5
hour_sin,4761621.0
station,2919010.0
temperature_degrees_Celsius,2472261.0
longitude,1822609.375
installation_height,1599857.375
latitude,1448787.5
month,1167359.625
relativehumidity,1093660.75
month_cos,808021.5
elevation,763956.3125
precipitation_mm,736344.625
day_of_year,563712.0
minute,508507.75
month_sin,504203.9375
day_of_year_cos,439567.125
year,337602.53125
day_of_year_sin,336874.84375
day,190967.265625
day_of_week,130941.359375
