feature,importance
hour_cos,37093992.0
hour,12683921.0
hour_sin,7039374.5
station,4168768.25
temperature_degrees_Celsius,3453708.25
longitude,2856050.75
latitude,2562040.75
installation_height,2520300.25
relativehumidity,1630226.375
month,1176523.25
month_sin,1105484.375
precipitation_mm,960025.0
month_cos,811462.0
elevation,756663.1875
day_of_year,702821.0625
minute,684506.25
day_of_year_sin,609938.5625
day_of_year_cos,439803.5625
day,229642.296875
year,228733.875
day_of_week,156577.78125
