feature,importance
hour_cos,37447316.0
hour,13098054.0
hour_sin,7122518.0
station,4146758.25
temperature_degrees_Celsius,3590551.25
longitude,2623884.25
installation_height,2270374.75
latitude,2246395.75
relativehumidity,2037589.375
month,1805914.25
elevation,1133322.5
precipitation_mm,1060513.125
minute,690830.3125
day_of_year,643902.5625
month_cos,532826.4375
month_sin,531582.9375
day_of_year_sin,424790.25
year,417508.25
day_of_year_cos,399983.59375
day,223368.796875
day_of_week,151286.40625
